,ID,metro_kremlin,house_kremlin,sq,floor,height,price,deposit,rooms,child,animal,euro,design,cosmetic,no_rem,area_code_skl,type_h_skl
12034,274364406,6.48,7.858,220.0,1,3,500000,500000,5.0,0,0,1,0,0,0,3.0,3.0
10014,272199936,8.486,8.486,220.0,1,4,500000,500000,5.0,1,1,1,0,0,0,5.0,4.0
59,274137125,3.602,2.509,214.6,3,13,500000,500000,5.0,1,1,0,1,0,0,1.0,4.0
19084,269188642,11.789,13.143,220.0,4,6,500000,500000,4.0,1,1,0,1,0,0,3.0,2.0
10021,193746158,5.75,5.75,210.0,1,3,500000,500000,4.0,1,0,0,1,0,0,5.0,4.0
2,271173086,2.224,2.41,200.0,5,16,500000,500000,4.0,1,0,1,0,0,0,6.0,4.0
1,271634126,2.224,2.41,198.0,5,16,500000,500000,4.0,1,0,0,1,0,0,6.0,2.0
0,271271157,2.224,2.41,200.0,5,16,500000,500000,4.0,1,1,0,1,0,0,6.0,3.0
2620,274801065,3.686,1.156,163.0,2,4,500000,500000,5.0,1,0,1,0,0,0,6.0,2.0
12036,271611238,6.346,8.031,180.0,34,57,500000,500000,4.0,1,1,0,1,0,0,3.0,1.0
9280,265917781,4.891,1.478,190.0,3,7,500000,500000,4.0,1,0,0,1,0,0,6.0,4.0
180,274751643,2.224,2.41,190.0,7,16,500000,500000,3.0,1,1,0,1,0,0,6.0,3.0
12035,271573798,6.48,8.031,220.0,12,22,500000,500000,5.0,1,1,0,1,0,0,3.0,1.0
4020,274263170,2.334,1.334,220.0,2,4,500000,500000,4.0,1,1,0,1,0,0,6.0,4.0
127,274252226,2.224,2.509,215.0,2,13,500000,500000,5.0,1,1,1,0,0,0,6.0,3.0
18990,273905762,18.912,12.786,215.0,1,2,500000,500000,5.0,0,0,1,0,0,0,3.0,1.0
10499,274493546,8.242,8.675,110.0,16,39,500000,500000,3.0,1,0,0,1,0,0,1.0,3.0
3425,274849102,3.602,8.675,110.0,16,39,500000,500000,3.0,0,0,0,1,0,0,1.0,4.0
10433,274488891,8.343,8.675,110.0,16,39,500000,500000,3.0,1,0,0,0,0,0,1.0,3.0
12411,274737187,9.979,1.595,227.0,6,7,500000,500000,5.0,1,0,0,0,0,0,6.0,2.0
392,271453510,0.853,1.344,238.0,3,5,500000,500000,5.0,0,0,1,0,0,0,6.0,4.0
3975,272392257,2.44,1.595,225.0,6,7,500000,500000,5.0,1,0,1,0,0,0,6.0,2.0
61,271258034,2.224,2.0,180.0,7,8,500000,500000,5.0,1,0,1,0,0,0,6.0,4.0
13,273231024,2.224,2.0,180.0,6,8,500000,500000,5.0,1,1,0,1,0,0,6.0,3.0
10501,274459605,8.343,8.675,110.0,16,39,500000,500000,3.0,0,0,0,1,0,0,1.0,3.0
11994,273404870,6.346,8.031,218.0,2,57,500000,500000,5.0,1,1,1,0,0,0,3.0,1.0
11333,273403492,8.735,8.031,218.0,2,57,500000,500000,5.0,1,1,1,0,0,0,3.0,1.0
12479,273962586,4.819,0.943,190.0,3,7,500000,500000,4.0,1,0,0,1,0,0,6.0,4.0
2673,271305700,1.294,1.797,190.0,6,7,500000,500000,4.0,1,1,0,1,0,0,6.0,4.0
11284,272872898,3.074,8.031,180.0,34,57,500000,500000,4.0,1,1,0,1,0,0,3.0,1.0
178,271066176,2.224,2.0,180.0,7,7,500000,500000,5.0,1,1,1,0,0,0,6.0,4.0
181,272470364,2.224,2.0,180.0,6,6,500000,500000,5.0,1,1,0,1,0,0,6.0,3.0
11286,274943022,7.772,8.031,180.0,34,40,500000,500000,4.0,1,0,0,1,0,0,3.0,4.0
17350,269163236,5.947,5.947,236.0,5,6,500000,590000,5.0,0,0,0,1,0,0,6.0,3.0
278,274159090,0.853,1.344,238.0,3,5,500000,500000,5.0,1,1,1,0,0,0,6.0,4.0
4010,273689431,3.312,1.869,177.0,3,6,500000,500000,5.0,1,1,1,0,0,0,6.0,4.0
11332,269219661,7.772,7.772,236.0,5,6,500000,500000,5.0,1,1,1,0,0,0,6.0,2.0
2736,274934138,1.56,2.116,282.0,9,9,500000,500000,6.0,1,1,1,0,0,0,6.0,4.0
19082,271244538,13.515,13.515,410.0,2,7,500000,500000,5.0,0,0,0,0,0,0,3.0,2.0
95,271108834,2.224,2.0,180.0,7,7,500000,500000,5.0,1,0,0,1,0,0,6.0,2.0
2703,273973985,1.56,1.156,163.0,2,4,500000,500000,5.0,1,0,1,0,0,0,6.0,4.0
12412,272551559,9.979,0.943,171.0,3,8,500000,500000,4.0,1,0,0,0,1,0,6.0,2.0
11993,274533623,6.346,7.858,230.0,1,3,500000,500000,5.0,0,0,0,1,0,0,3.0,4.0
7587,271778736,3.364,1.813,280.0,8,8,500000,500000,6.0,1,1,1,0,0,0,6.0,4.0
11408,269878583,7.772,7.772,236.0,5,6,500000,500000,5.0,1,1,0,0,0,0,6.0,2.0
11341,267930371,5.947,5.947,236.0,5,6,500000,500000,5.0,1,0,1,0,0,0,6.0,4.0
8489,266772115,10.94,10.94,267.0,13,30,500000,500000,5.0,1,0,1,0,0,0,5.0,2.0
11699,271305617,3.487,11.316,295.0,28,30,500000,500000,6.0,0,0,0,1,0,0,1.0,4.0
177,259213637,2.224,2.438,110.0,5,7,500000,500000,3.0,0,0,0,1,0,0,6.0,3.0
3503,270235639,8.343,8.675,110.0,16,36,499000,499000,3.0,0,0,0,0,0,0,1.0,2.0
10498,274675558,8.343,8.675,110.0,16,39,498000,498000,3.0,1,0,0,0,0,0,1.0,4.0
11992,272884730,9.764,8.031,200.0,16,57,490000,490000,4.0,1,0,1,0,0,0,3.0,3.0
12470,274921939,2.224,1.689,112.0,2,4,490000,490000,4.0,0,0,0,1,0,0,6.0,1.0
17413,264889111,4.582,4.582,208.0,3,4,490000,490000,4.0,1,1,0,1,0,0,6.0,4.0
11313,269614568,8.735,8.735,208.0,4,6,490000,600000,3.0,0,0,0,1,0,0,6.0,3.0
11394,274814411,7.772,7.772,208.0,4,6,490000,490000,3.0,0,0,0,1,0,0,6.0,4.0
10497,271522504,4.999,4.999,196.0,3,16,490000,490000,5.0,1,1,0,1,0,0,1.0,2.0
9749,271305637,20.51,9.082,402.0,6,18,490000,490000,5.0,1,0,0,1,0,0,8.0,4.0
11407,272195700,7.772,7.772,208.0,4,6,490000,490000,3.0,1,1,0,0,0,0,6.0,2.0
17372,272186342,3.074,3.074,208.0,4,6,490000,490000,3.0,1,0,1,0,0,0,6.0,3.0
9356,274407681,5.109,4.951,190.0,34,76,489999,489999,3.0,1,1,0,1,0,0,6.0,3.0
19080,274083644,13.804,13.804,202.2,3,5,480000,480000,5.0,1,1,0,1,0,0,3.0,4.0
19081,274009461,13.804,13.804,205.0,3,5,480000,480000,5.0,1,1,1,0,0,0,3.0,4.0
18973,274311000,17.309,17.309,200.0,3,5,480000,480000,5.0,1,1,1,0,0,0,3.0,4.0
16993,218916688,3.074,0.6,93.4,7,12,475000,475000,2.0,1,1,0,1,0,0,6.0,3.0
7620,267250140,1.756,1.376,200.0,7,8,470000,470000,4.0,0,0,1,0,0,0,6.0,1.0
17043,274934337,1.06,2.794,150.0,9,10,470000,470000,4.0,1,1,0,1,0,0,6.0,4.0
10496,273906120,8.343,6.507,151.0,12,53,470000,470000,4.0,1,1,0,1,0,0,6.0,3.0
39,271209314,2.224,2.41,165.0,9,16,470000,470000,4.0,0,1,0,0,0,0,6.0,2.0
72,269165004,2.224,2.438,92.3,3,7,470000,1500000,3.0,0,0,0,0,0,0,6.0,2.0
17021,271073454,2.44,1.668,185.0,5,10,470000,470000,4.0,1,1,1,0,0,0,6.0,1.0
5,274837728,2.224,2.438,92.0,3,7,470000,470000,3.0,0,0,0,1,0,0,6.0,4.0
3476,273176418,8.242,6.507,160.0,12,53,470000,470000,4.0,1,1,0,1,0,0,1.0,3.0
17101,256631397,1.698,1.668,168.0,5,10,470000,470000,4.0,1,1,0,0,0,0,6.0,1.0
126,267884643,0.593,2.123,206.0,3,9,470000,470000,4.0,1,0,0,1,0,0,6.0,2.0
17020,259353179,1.698,2.794,150.0,9,13,470000,470000,4.0,1,0,0,1,0,0,6.0,3.0
10495,272726040,8.366,6.507,160.0,12,53,470000,470000,4.0,1,1,1,0,0,0,1.0,4.0
3530,271909601,3.602,6.507,160.0,12,55,470000,470000,4.0,1,1,0,1,0,0,1.0,2.0
17032,274858031,1.661,2.794,142.0,9,13,470000,470000,4.0,1,1,0,0,0,0,6.0,2.0
3502,271931413,10.07,6.507,160.0,12,53,470000,470000,4.0,1,0,0,0,0,0,1.0,2.0
9376,273316213,3.904,3.904,112.7,59,78,469999,469999,3.0,1,1,0,1,0,0,6.0,3.0
9355,272897544,2.683,1.309,225.0,7,7,460000,460000,6.0,1,1,1,0,0,0,6.0,1.0
11378,224335765,7.772,8.031,145.0,15,50,450000,450000,3.0,1,1,1,0,0,0,3.0,3.0
124,274743086,1.315,1.275,220.0,4,9,450000,450000,5.0,1,1,1,0,0,0,6.0,3.0
12033,223464477,7.772,8.031,145.0,15,57,450000,450000,3.0,1,0,0,1,0,0,3.0,2.0
2627,273013183,2.454,0.799,136.0,2,6,450000,450000,3.0,1,1,1,0,0,0,6.0,4.0
14,274839211,1.315,1.275,222.2,5,9,450000,450000,5.0,0,0,1,0,0,0,6.0,3.0
7586,263381361,3.487,1.376,180.0,5,8,450000,450000,4.0,1,1,1,0,0,0,6.0,4.0
16978,272629510,14.563,3.244,150.0,4,10,450000,450000,4.0,1,0,0,1,0,0,6.0,3.0
6117,271478778,2.74,2.111,150.0,3,11,450000,450000,3.0,1,1,0,1,0,0,6.0,3.0
18946,274712434,10.477,10.477,225.0,2,6,450000,450000,5.0,1,1,1,0,0,0,5.0,4.0
17,274945807,0.593,1.275,222.0,5,9,450000,450000,5.0,1,1,0,1,0,0,6.0,4.0
125,271776317,2.224,1.955,180.0,6,11,450000,450000,4.0,1,1,1,0,0,0,6.0,4.0
10494,274595922,8.343,8.343,365.0,5,5,450000,450000,6.0,1,1,0,1,0,0,1.0,4.0
4000,274930259,1.06,4.376,140.0,6,7,450000,450000,3.0,0,0,0,1,0,0,6.0,4.0
6034,263760927,1.053,2.274,200.0,3,6,450000,450000,5.0,1,0,0,0,0,0,6.0,4.0
10493,273690371,5.433,5.433,360.0,5,5,450000,450000,6.0,0,0,0,0,1,0,1.0,2.0
12527,272391924,2.224,2.224,140.0,6,6,450000,450000,3.0,1,1,1,0,0,0,6.0,3.0
11991,269128897,13.703,8.031,180.0,29,37,450000,450000,4.0,1,0,0,0,0,0,3.0,1.0
9279,272284938,3.904,4.488,105.0,12,20,450000,450000,3.0,1,0,0,1,0,0,6.0,4.0
50,274315381,0.593,1.275,222.0,7,9,450000,450000,5.0,1,1,1,0,0,0,6.0,4.0
9326,255571290,4.999,1.192,176.0,3,6,450000,450000,5.0,1,1,1,0,0,0,6.0,4.0
15,274767901,1.315,1.275,225.0,5,9,450000,450000,5.0,0,0,0,1,0,0,6.0,3.0
3964,248836473,0.593,4.951,240.2,52,80,450000,450000,3.0,1,0,1,0,0,0,6.0,3.0
18972,274829076,17.309,17.309,225.0,2,6,450000,450000,6.0,0,0,0,1,0,0,3.0,4.0
12032,269417697,7.772,8.031,180.0,29,37,450000,450000,4.0,1,0,1,0,0,0,3.0,2.0
176,272096512,2.224,1.955,180.0,6,11,450000,450000,4.0,1,0,1,0,0,0,6.0,4.0
4009,273958667,3.074,3.074,140.0,6,6,450000,450000,3.0,0,0,0,1,0,0,6.0,2.0
7569,264165336,1.868,1.376,180.0,5,8,450000,450000,4.0,1,1,1,0,0,0,6.0,3.0
13828,274003244,15.351,15.351,376.6,1,7,450000,450000,6.0,1,0,0,0,0,0,1.0,4.0
18989,268830256,18.912,18.912,410.0,2,6,450000,450000,6.0,1,0,0,0,0,0,5.0,2.0
6063,272813052,4.533,1.671,283.0,5,5,450000,450000,6.0,1,1,0,1,0,0,6.0,4.0
9847,229324830,9.898,9.082,410.0,6,18,450000,450000,5.0,1,0,1,0,0,0,8.0,2.0
15374,203816170,2.29,1.15,157.0,3,4,450000,450000,3.0,1,1,0,1,0,0,6.0,4.0
93,274930877,1.315,1.275,219.0,5,9,450000,450000,4.0,0,0,0,0,0,0,6.0,3.0
38,239000408,0.593,1.782,180.0,4,4,450000,450000,4.0,1,1,0,0,0,0,6.0,4.0
11328,273812413,3.074,8.031,180.0,33,57,450000,450000,4.0,1,0,0,1,0,0,3.0,4.0
6115,272911813,1.868,1.671,283.0,4,5,450000,450000,6.0,1,1,0,1,0,0,6.0,1.0
6064,273088104,2.633,2.111,162.0,7,9,450000,450000,4.0,1,0,1,0,0,0,6.0,2.0
347,269679389,1.957,2.058,160.0,9,15,450000,450000,3.0,0,0,0,1,0,0,6.0,3.0
11329,273359184,5.947,8.031,213.0,25,57,450000,450000,4.0,1,1,0,1,0,0,3.0,4.0
12044,274488872,8.735,8.031,213.0,25,57,450000,450000,5.0,1,0,0,0,0,0,3.0,1.0
18988,273784922,16.01,12.786,215.0,2,2,450000,450000,5.0,1,0,1,0,0,0,3.0,1.0
122,274315960,0.593,1.445,130.0,3,7,450000,450000,3.0,1,0,0,1,0,0,6.0,4.0
6116,271825086,1.868,2.05,201.0,2,4,450000,450000,5.0,1,1,1,0,0,0,6.0,4.0
6114,266807139,1.868,2.274,200.0,3,6,450000,450000,5.0,1,1,0,1,0,0,6.0,1.0
3588,274747366,8.343,8.135,136.1,10,40,450000,450000,3.0,1,1,0,1,0,0,1.0,4.0
6031,266009426,4.533,2.274,195.0,3,6,450000,450000,5.0,1,0,0,0,0,0,6.0,1.0
4060,262715777,0.711,3.244,132.0,6,10,450000,450000,4.0,1,1,1,0,0,0,6.0,3.0
17042,271305666,2.44,3.244,132.0,6,10,450000,450000,4.0,1,0,0,1,0,0,6.0,4.0
2702,274154923,1.56,0.799,136.0,2,6,450000,450000,3.0,0,0,0,1,0,0,6.0,4.0
9295,272279097,0.593,4.488,112.0,12,20,450000,450000,3.0,1,0,0,1,0,0,6.0,2.0
3422,250212192,7.565,6.507,150.0,9,12,450000,450000,3.0,1,1,1,0,0,0,1.0,3.0
123,272845144,0.593,1.955,180.0,6,9,450000,450000,3.0,0,0,0,1,0,0,6.0,4.0
18987,274941565,18.912,12.786,209.0,1,2,450000,450000,5.0,0,0,1,0,0,0,3.0,1.0
94,273576298,1.315,1.445,130.0,3,8,450000,450000,3.0,1,0,0,0,0,0,6.0,1.0
12095,273344878,7.772,8.031,213.0,25,57,449000,449000,4.0,1,1,1,0,0,0,3.0,4.0
12469,270789840,1.315,1.459,175.0,4,5,440000,440000,4.0,1,0,1,0,0,0,6.0,4.0
9264,270696812,14.563,14.563,110.0,10,85,432000,432000,2.0,1,1,0,0,0,0,6.0,3.0
2765,178885587,1.56,1.952,121.0,3,7,430000,430000,3.0,1,0,1,0,0,0,6.0,3.0
3946,272031210,8.735,0.6,85.0,6,12,425000,425000,2.0,1,1,0,1,0,0,6.0,3.0
7228,272699359,2.466,2.701,137.0,3,6,425000,425000,5.0,1,0,1,0,0,0,6.0,2.0
12031,270983864,6.346,8.031,220.0,8,55,420000,420000,3.0,1,1,1,0,0,0,3.0,4.0
3587,271025144,3.602,12.689,150.0,8,12,420000,420000,4.0,0,0,0,1,0,0,1.0,4.0
16984,272459214,15.98,3.244,120.0,9,10,420000,420000,3.0,0,0,0,0,0,0,6.0,4.0
4077,274511779,1.868,3.244,149.0,4,9,420000,420000,4.0,1,0,0,1,0,0,6.0,4.0
12421,273994155,1.315,1.663,230.0,4,8,420000,420000,4.0,1,0,0,1,0,0,6.0,2.0
12094,270732636,5.292,8.031,220.0,8,57,420000,500000,3.0,0,0,0,0,1,0,3.0,1.0
7557,274303527,11.14,1.648,245.0,4,6,410000,410000,6.0,1,1,1,0,0,0,6.0,4.0
30,273353103,2.224,2.327,91.0,10,13,400000,400000,2.0,0,0,0,0,0,0,6.0,2.0
82,272226556,0.593,1.794,180.0,2,3,400000,400000,4.0,1,0,0,1,0,0,6.0,4.0
174,272294030,2.224,1.794,176.0,2,4,400000,400000,4.0,1,1,1,0,0,0,6.0,4.0
19218,272476852,11.789,4.443,241.3,4,5,400000,400000,5.0,1,1,0,0,1,0,1.0,2.0
11011,264165339,4.741,2.963,181.0,11,14,400000,400000,4.0,1,1,1,0,0,0,1.0,1.0
37,265804792,2.224,2.224,210.0,3,5,400000,400000,4.0,0,1,0,0,0,0,6.0,4.0
18986,273896429,17.309,12.786,209.0,1,2,400000,400000,4.0,1,1,1,0,0,0,3.0,1.0
433,274541988,2.537,2.647,190.0,12,14,400000,400000,6.0,1,1,1,0,0,0,6.0,1.0
16981,271305608,15.98,0.534,90.0,4,5,400000,400000,2.0,0,0,0,1,0,0,6.0,4.0
13541,258234048,9.898,11.055,300.0,4,35,400000,1785000,5.0,1,0,0,1,0,0,8.0,2.0
17100,274317414,2.44,3.244,149.0,4,10,400000,420000,4.0,0,0,0,1,0,0,6.0,3.0
3230,266144797,12.992,13.535,150.0,10,17,400000,400000,5.0,0,0,0,1,0,0,0.0,5.0
31,268321690,0.593,2.327,135.0,5,13,400000,400000,3.0,1,1,0,1,0,0,6.0,2.0
27,264664760,0.593,2.327,132.8,5,13,400000,400000,3.0,1,1,1,0,0,0,6.0,3.0
4008,272291391,1.868,3.244,120.0,9,9,400000,400000,3.0,1,0,1,0,0,0,6.0,2.0
3500,258359187,3.602,6.507,192.0,8,54,400000,400000,4.0,1,1,0,1,0,0,1.0,3.0
3501,274797044,3.602,3.602,194.0,2,18,400000,400000,4.0,1,0,0,1,0,0,1.0,4.0
10492,273739394,8.242,6.507,192.0,8,53,400000,500000,4.0,1,0,0,1,0,0,6.0,3.0
6062,234821650,4.533,1.618,200.0,3,5,400000,400000,5.0,1,1,1,0,0,0,6.0,1.0
12492,273446238,1.315,1.696,190.0,4,6,400000,400000,4.0,1,1,0,0,0,0,6.0,2.0
12410,255615241,9.979,0.943,200.0,3,8,400000,400000,4.0,1,0,1,0,0,0,6.0,2.0
3475,274744373,3.602,6.507,150.3,10,53,400000,400000,4.0,1,0,0,1,0,0,1.0,4.0
3981,254163194,2.334,1.618,200.0,3,6,400000,400000,5.0,1,1,1,0,0,0,6.0,4.0
92,272567246,2.224,1.794,180.0,2,4,400000,400000,4.0,1,1,0,0,0,0,6.0,2.0
12526,256629380,1.315,2.522,170.0,2,6,400000,400000,4.0,1,0,0,0,0,0,6.0,1.0
4045,273530284,4.891,4.347,170.0,2,9,400000,400000,4.0,1,1,0,1,0,0,6.0,4.0
12093,199416788,6.346,8.031,170.0,6,57,400000,400000,3.0,1,1,0,1,0,0,3.0,4.0
3,272197456,2.224,2.224,170.0,5,6,400000,400000,4.0,0,1,1,0,0,0,6.0,4.0
4076,274064218,2.331,4.951,220.0,40,75,400000,420000,3.0,1,1,0,1,0,0,6.0,3.0
12865,271629864,7.772,7.772,100.0,5,15,400000,400000,3.0,1,1,1,0,0,0,3.0,4.0
36,265323319,2.224,2.327,133.3,5,13,400000,400000,3.0,1,0,0,0,0,0,6.0,2.0
91,261980888,2.224,2.327,133.0,5,13,400000,400000,3.0,1,0,0,0,0,0,6.0,3.0
11762,274721251,11.095,11.481,220.0,23,29,400000,400000,4.0,1,1,0,1,0,0,1.0,4.0
3982,274924603,1.294,2.111,150.0,3,10,400000,400000,3.0,1,1,0,1,0,0,6.0,3.0
15305,269416303,3.686,1.15,158.0,3,3,400000,400000,3.0,1,1,1,0,0,0,6.0,4.0
17002,268348263,2.44,1.438,157.0,4,4,400000,400000,5.0,1,0,1,0,0,0,6.0,4.0
6113,268233744,1.868,2.111,154.0,4,11,400000,400000,3.0,1,1,0,1,0,0,6.0,4.0
3998,235070001,1.661,1.661,225.0,55,86,400000,400000,3.0,0,0,0,1,0,0,6.0,4.0
19122,271291416,13.515,4.443,240.0,4,5,400000,400000,5.0,1,0,1,0,0,0,1.0,2.0
13947,266835649,13.184,10.721,260.0,1,4,400000,400000,4.0,1,1,0,1,0,0,5.0,3.0
12431,272051345,2.334,2.701,260.0,5,6,400000,400000,6.0,0,0,1,0,0,0,6.0,4.0
12432,272051386,1.315,2.701,251.0,5,6,400000,400000,6.0,0,0,0,1,0,0,6.0,4.0
19219,273723984,13.804,4.443,240.0,4,5,400000,450000,5.0,1,0,1,0,0,0,1.0,4.0
7585,271911283,2.537,1.376,185.0,7,8,400000,400000,5.0,1,1,1,0,0,0,6.0,4.0
2744,272646259,1.56,2.329,185.0,4,6,400000,400000,5.0,1,1,0,1,0,0,6.0,4.0
11393,270999461,7.772,8.031,222.0,12,57,400000,400000,5.0,1,0,0,1,0,0,3.0,2.0
11377,270830589,6.346,8.031,222.0,12,30,400000,400000,5.0,1,0,0,0,0,0,3.0,1.0
173,265972115,2.224,2.327,129.0,5,13,400000,450000,3.0,0,0,0,1,0,0,6.0,3.0
15344,151913411,1.668,1.15,158.0,3,3,400000,400000,3.0,0,0,0,1,0,0,6.0,4.0
15345,272047727,1.56,1.15,158.0,3,4,400000,400000,3.0,0,0,0,1,0,0,6.0,3.0
12457,273732471,1.315,1.696,190.0,4,6,400000,400000,4.0,1,1,0,0,0,0,6.0,2.0
3586,274245189,11.095,2.963,189.0,11,12,400000,400000,4.0,1,1,0,1,0,0,1.0,4.0
175,271917911,2.224,2.41,190.0,7,16,400000,400000,4.0,1,1,0,1,0,0,6.0,3.0
6060,268248668,4.533,2.111,150.0,3,11,400000,400000,3.0,1,1,0,0,0,0,6.0,1.0
12441,272146838,2.334,1.696,190.0,4,6,400000,400000,4.0,1,1,1,0,0,0,6.0,1.0
13539,274331436,11.759,11.055,300.0,3,31,400000,400000,5.0,1,1,0,1,0,0,8.0,1.0
11012,261777257,3.602,2.963,180.0,11,12,400000,400000,5.0,1,0,0,1,0,0,1.0,4.0
17031,273147295,1.661,1.661,140.0,10,10,400000,400000,3.0,0,0,0,0,0,0,6.0,4.0
13830,267289619,16.715,16.715,176.0,4,22,400000,400000,4.0,1,0,0,0,1,0,1.0,3.0
4044,273316231,3.618,3.618,208.0,5,7,400000,400000,4.0,1,1,0,1,0,0,6.0,6.0
12456,270025567,2.334,1.663,205.0,2,6,400000,400000,4.0,0,0,0,1,0,0,6.0,4.0
6112,274194070,1.868,1.868,180.0,2,5,400000,400000,4.0,1,1,0,1,0,0,6.0,1.0
5540,271083375,6.422,14.817,150.0,4,9,400000,400000,4.0,1,1,0,1,0,0,1.0,2.0
4007,268272111,4.999,2.111,150.0,3,8,400000,400000,3.0,1,1,1,0,0,0,6.0,1.0
172,269938440,0.593,2.327,123.6,7,13,400000,400000,2.0,1,1,1,0,0,0,6.0,3.0
346,273785167,0.853,1.344,326.0,4,5,400000,400000,6.0,1,1,1,0,0,0,6.0,4.0
121,271586905,2.224,2.327,123.0,7,13,400000,400000,2.0,0,0,0,1,0,0,6.0,4.0
7208,273911866,13.722,2.701,137.0,3,6,400000,400000,4.0,0,0,0,1,0,0,6.0,4.0
13540,252954692,9.898,11.055,300.0,4,31,400000,400000,5.0,1,1,1,0,0,0,8.0,4.0
12442,271305662,2.334,1.983,180.0,4,7,400000,400000,4.0,0,0,0,1,0,0,6.0,4.0
6061,265606210,1.053,1.671,210.0,3,6,400000,400000,5.0,1,1,1,0,0,0,6.0,4.0
18945,268272147,10.477,10.477,215.0,3,5,400000,400000,5.0,1,1,1,0,0,0,3.0,4.0
3956,274712669,4.999,3.244,115.0,2,10,400000,400000,3.0,0,0,0,1,0,0,6.0,3.0
17099,274934139,1.698,1.668,130.0,10,10,400000,400000,3.0,1,1,1,0,0,0,6.0,4.0
9375,273572764,2.683,4.946,101.0,43,75,400000,400000,2.0,0,0,0,1,0,0,6.0,3.0
9354,259350583,5.75,4.946,101.0,43,75,400000,400000,2.0,1,0,0,0,0,0,6.0,3.0
12420,273011737,2.224,4.042,100.0,4,13,400000,400000,3.0,0,0,1,0,0,0,6.0,3.0
3966,272950892,1.06,4.946,110.0,47,75,400000,400000,2.0,0,0,0,0,0,0,6.0,4.0
3411,274000970,8.366,6.507,192.0,8,54,400000,400000,4.0,1,0,0,1,0,0,1.0,4.0
6007,274943018,6.906,2.111,150.0,3,10,400000,400000,3.0,0,0,0,1,0,0,6.0,4.0
4019,268229785,4.891,2.111,150.0,3,10,400000,400000,3.0,1,1,1,0,0,0,6.0,3.0
13829,254429590,15.351,10.721,215.0,1,4,400000,400000,4.0,1,0,0,0,1,0,1.0,2.0
3420,271305622,8.366,8.466,160.0,14,22,400000,400000,4.0,0,0,0,1,0,0,1.0,4.0
12524,273370385,1.315,4.347,160.0,2,9,400000,400000,4.0,1,1,1,0,0,0,6.0,4.0
15261,274943019,16.496,1.15,157.0,3,3,400000,400000,3.0,0,0,0,1,0,0,6.0,4.0
11327,270834752,7.772,8.031,222.0,15,57,400000,400000,5.0,1,1,0,1,0,0,3.0,4.0
5247,274357815,7.526,7.526,215.0,3,5,400000,400000,5.0,1,1,0,0,1,0,3.0,2.0
12525,271845265,1.315,1.696,190.0,4,6,400000,400000,4.0,0,0,1,0,0,0,6.0,2.0
3413,266521397,8.366,6.507,192.0,8,54,400000,400000,4.0,1,0,0,1,0,0,1.0,2.0
10491,272728596,8.242,6.507,192.0,8,33,400000,400000,4.0,0,0,0,0,0,0,1.0,4.0
71,271766412,0.491,0.753,228.0,3,6,400000,400000,6.0,0,0,1,0,0,0,6.0,4.0
11990,270748182,9.764,8.031,220.0,8,57,400000,400000,3.0,1,1,0,0,0,0,3.0,1.0
3976,270451123,0.593,1.823,220.0,3,4,400000,400000,5.0,1,0,1,0,0,0,6.0,2.0
17063,270737158,3.074,3.244,148.0,4,10,400000,400000,4.0,1,0,0,0,0,0,6.0,2.0
4059,274248465,5.109,5.109,96.2,22,78,399900,399900,3.0,1,1,0,1,0,0,6.0,3.0
11376,272387707,5.292,12.282,201.9,2,12,395000,395000,5.0,0,0,0,1,0,0,3.0,2.0
10490,273342836,8.343,8.343,240.0,2,7,395000,395000,4.0,1,1,0,1,0,0,1.0,3.0
18798,270795346,12.569,12.282,202.0,2,10,395000,395000,5.0,1,0,1,0,0,0,3.0,2.0
18799,270933691,10.477,12.282,202.0,2,10,395000,395000,5.0,1,0,1,0,0,0,3.0,4.0
3440,203882951,11.771,6.507,155.0,6,53,395000,395000,3.0,0,0,0,1,0,0,1.0,3.0
7247,273237882,4.006,2.701,136.0,3,6,390000,390000,5.0,0,0,1,0,0,0,6.0,3.0
7248,273392863,4.006,3.446,302.9,24,26,390000,390000,5.0,0,0,0,1,0,0,6.0,3.0
7213,273432050,13.722,2.701,140.0,3,5,390000,390000,4.0,1,1,0,1,0,0,6.0,3.0
432,267966065,3.364,3.5,155.0,8,14,390000,390000,4.0,1,0,1,0,0,0,6.0,2.0
4058,271805142,0.593,1.126,125.0,8,8,390000,390000,2.0,0,0,1,0,0,0,6.0,4.0
17098,274083641,3.312,1.126,125.0,8,8,390000,390000,2.0,1,0,0,1,0,0,6.0,4.0
7345,272716198,2.466,2.701,150.0,3,6,390000,390000,5.0,1,1,1,0,0,0,6.0,3.0
6059,273430352,4.533,1.284,220.0,4,6,390000,390000,5.0,1,0,1,0,0,0,6.0,1.0
7568,266369669,1.868,1.648,150.0,4,5,390000,390000,5.0,1,1,1,0,0,0,6.0,4.0
13945,269183162,13.184,10.517,186.0,2,4,380000,380000,5.0,1,1,1,0,0,0,1.0,4.0
377,268192176,2.076,2.128,151.0,5,8,380000,380000,3.0,1,0,0,0,0,0,6.0,1.0
391,270580932,2.076,2.128,165.0,5,7,380000,380000,3.0,0,0,0,1,0,0,6.0,4.0
3958,273385071,4.891,4.891,171.0,2,6,380000,380000,4.0,1,1,1,0,0,0,6.0,4.0
6044,268447723,1.053,1.053,182.0,2,5,380000,380000,3.0,1,1,1,0,0,0,6.0,4.0
